,estacion,sentido,hora,categoria,cantidad
8962,ANDES,BOG-CHI,11,III,19
8963,ANDES,BOG-CHI,12,III,20
8964,ANDES,BOG-CHI,13,III,30
8965,ANDES,BOG-CHI,14,III,30
8966,ANDES,BOG-CHI,15,III,15
8967,ANDES,BOG-CHI,16,III,12
8968,ANDES,BOG-CHI,17,III,11
8969,ANDES,BOG-CHI,18,III,12
8970,ANDES,BOG-CHI,19,III,15
8971,ANDES,BOG-CHI,20,III,18
8972,ANDES,BOG-CHI,21,III,18
8973,ANDES,BOG-CHI,22,III,19
8974,ANDES,BOG-CHI,23,III,18
8975,ANDES,BOG-CHI,0,IV,2
8976,ANDES,BOG-CHI,1,IV,6
8977,ANDES,BOG-CHI,2,IV,4
8978,ANDES,BOG-CHI,3,IV,4
8979,ANDES,BOG-CHI,4,IV,6
8980,ANDES,BOG-CHI,5,IV,6
8981,ANDES,BOG-CHI,6,IV,11
8982,ANDES,BOG-CHI,7,IV,13
8983,ANDES,BOG-CHI,8,IV,10
8984,ANDES,BOG-CHI,9,IV,5
8985,ANDES,BOG-CHI,10,IV,11
8986,ANDES,BOG-CHI,11,IV,18
8987,ANDES,BOG-CHI,12,IV,11
8988,ANDES,BOG-CHI,13,IV,15
8989,ANDES,BOG-CHI,14,IV,13
8990,ANDES,BOG-CHI,15,IV,13
8991,ANDES,BOG-CHI,16,IV,4
8992,ANDES,BOG-CHI,17,IV,7
8993,ANDES,BOG-CHI,18,IV,4
8994,ANDES,BOG-CHI,19,IV,6
8995,ANDES,BOG-CHI,20,IV,3
8996,ANDES,BOG-CHI,21,IV,11
8997,ANDES,BOG-CHI,22,IV,7
8998,ANDES,BOG-CHI,23,IV,6
8999,ANDES,BOG-CHI,0,V,1
9000,ANDES,BOG-CHI,1,V,1
9001,ANDES,BOG-CHI,2,V,2
9002,ANDES,BOG-CHI,3,V,1
9003,ANDES,BOG-CHI,4,V,5
9004,ANDES,BOG-CHI,5,V,8
9005,ANDES,BOG-CHI,6,V,8
9006,ANDES,BOG-CHI,7,V,5
9007,ANDES,BOG-CHI,8,V,1
9008,ANDES,BOG-CHI,9,V,2
9009,ANDES,BOG-CHI,10,V,4
9010,ANDES,BOG-CHI,12,V,3
9011,ANDES,BOG-CHI,13,V,6
9012,ANDES,BOG-CHI,14,V,6
9013,ANDES,BOG-CHI,15,V,3
9014,ANDES,BOG-CHI,17,V,2
9015,ANDES,BOG-CHI,19,V,1
9016,ANDES,BOG-CHI,20,V,2
9017,ANDES,BOG-CHI,21,V,3
9018,ANDES,BOG-CHI,22,V,2
9019,ANDES,BOG-CHI,0,VI,4
9020,ANDES,BOG-CHI,1,VI,5
9021,ANDES,BOG-CHI,2,VI,1
9022,ANDES,BOG-CHI,3,VI,3
9023,ANDES,BOG-CHI,4,VI,7
9024,ANDES,BOG-CHI,5,VI,5
9025,ANDES,BOG-CHI,6,VI,2
9026,ANDES,BOG-CHI,7,VI,5
9027,ANDES,BOG-CHI,8,VI,8
9028,ANDES,BOG-CHI,9,VI,7
9029,ANDES,BOG-CHI,10,VI,5
9030,ANDES,BOG-CHI,11,VI,3
9031,ANDES,BOG-CHI,12,VI,7
9032,ANDES,BOG-CHI,13,VI,8
9033,ANDES,BOG-CHI,14,VI,2
9034,ANDES,BOG-CHI,15,VI,6
9035,ANDES,BOG-CHI,16,VI,2
9036,ANDES,BOG-CHI,18,VI,2
9037,ANDES,BOG-CHI,19,VI,4
9038,ANDES,BOG-CHI,20,VI,2
9039,ANDES,BOG-CHI,21,VI,2
9040,ANDES,BOG-CHI,22,VI,5
9041,ANDES,BOG-CHI,23,VI,11
9042,ANDES,BOG-CHI,0,VII,12
9043,ANDES,BOG-CHI,1,VII,3
9044,ANDES,BOG-CHI,2,VII,13
9045,ANDES,BOG-CHI,3,VII,7
9046,ANDES,BOG-CHI,4,VII,15
9047,ANDES,BOG-CHI,5,VII,18
9048,ANDES,BOG-CHI,6,VII,16
9049,ANDES,BOG-CHI,7,VII,7
9050,ANDES,BOG-CHI,8,VII,22
9051,ANDES,BOG-CHI,9,VII,8
9052,ANDES,BOG-CHI,10,VII,12
9053,ANDES,BOG-CHI,11,VII,10
9054,ANDES,BOG-CHI,12,VII,8
9055,ANDES,BOG-CHI,13,VII,9
9056,ANDES,BOG-CHI,14,VII,16
9057,ANDES,BOG-CHI,15,VII,14
9058,ANDES,BOG-CHI,16,VII,4
9059,ANDES,BOG-CHI,17,VII,3
9060,ANDES,BOG-CHI,18,VII,6
9061,ANDES,BOG-CHI,19,VII,5
9062,ANDES,BOG-CHI,20,VII,4
9063,ANDES,BOG-CHI,21,VII,11
9064,ANDES,BOG-CHI,22,VII,10
9065,ANDES,BOG-CHI,23,VII,12
9066,FUSCA,BOG-CHI,0,I,20
9067,FUSCA,BOG-CHI,1,I,17
9068,FUSCA,BOG-CHI,2,I,5
9069,FUSCA,BOG-CHI,3,I,5
9070,FUSCA,BOG-CHI,4,I,3
9071,FUSCA,BOG-CHI,5,I,17
9072,FUSCA,BOG-CHI,6,I,85
9073,FUSCA,BOG-CHI,7,I,224
9074,FUSCA,BOG-CHI,8,I,158
9075,FUSCA,BOG-CHI,9,I,175
9076,FUSCA,BOG-CHI,10,I,258
9077,FUSCA,BOG-CHI,11,I,455
9078,FUSCA,BOG-CHI,12,I,422
9079,FUSCA,BOG-CHI,13,I,375
9080,FUSCA,BOG-CHI,14,I,300
9081,FUSCA,BOG-CHI,15,I,105
9082,FUSCA,BOG-CHI,20,I,3
9083,FUSCA,BOG-CHI,21,I,16
9084,FUSCA,BOG-CHI,22,I,10
9085,FUSCA,BOG-CHI,23,I,5
9086,FUSCA,BOG-CHI,5,II,2
9087,FUSCA,BOG-CHI,6,II,1
9088,FUSCA,BOG-CHI,7,II,1
9089,FUSCA,BOG-CHI,9,II,2
9090,FUSCA,BOG-CHI,12,II,1
9091,FUSCA,BOG-CHI,15,II,1
9092,FUSCA,BOG-CHI,7,III,2
9093,FUSCA,BOG-CHI,8,III,1
9094,FUSCA,BOG-CHI,9,III,2
9095,FUSCA,BOG-CHI,10,III,1
9096,FUSCA,BOG-CHI,11,III,1
9097,FUSCA,BOG-CHI,12,III,1
9098,FUSCA,BOG-CHI,23,III,1
9099,FUSCA,BOG-CHI,8,IV,1
9100,FUSCA,BOG-CHI,11,IV,1
9101,FUSCA,BOG-CHI,12,IV,1
9102,FUSCA,BOG-CHI,14,IV,1
9103,FUSCA,BOG-CHI,7,V,1
9104,FUSCA,BOG-CHI,6,VI,1
9105,UNISABANA,BOG-CHI,0,V,1
9106,UNISABANA,BOG-CHI,2,V,1
9107,UNISABANA,BOG-CHI,3,V,1
9108,UNISABANA,BOG-CHI,5,V,1
9109,UNISABANA,BOG-CHI,9,V,2
9110,UNISABANA,BOG-CHI,13,V,1
9111,UNISABANA,BOG-CHI,21,V,1
9112,UNISABANA,BOG-CHI,4,VI,2
9113,UNISABANA,BOG-CHI,8,VI,2
9114,UNISABANA,BOG-CHI,9,VI,1
9115,UNISABANA,BOG-CHI,10,VI,2
9116,UNISABANA,BOG-CHI,12,VI,1
9117,UNISABANA,BOG-CHI,14,VI,3
9118,UNISABANA,BOG-CHI,20,VI,2
9119,UNISABANA,BOG-CHI,1,VII,1
9120,UNISABANA,BOG-CHI,2,VII,3
9121,UNISABANA,BOG-CHI,4,VII,2
9122,UNISABANA,BOG-CHI,5,VII,1
9123,UNISABANA,BOG-CHI,6,VII,3
9124,UNISABANA,BOG-CHI,7,VII,3
9125,UNISABANA,BOG-CHI,8,VII,2
9126,UNISABANA,BOG-CHI,9,VII,2
9127,UNISABANA,BOG-CHI,10,VII,5
9128,UNISABANA,BOG-CHI,11,VII,5
9129,UNISABANA,BOG-CHI,12,VII,1
9130,UNISABANA,BOG-CHI,13,VII,3
9131,UNISABANA,BOG-CHI,14,VII,3
9132,UNISABANA,BOG-CHI,15,VII,2
9133,UNISABANA,BOG-CHI,16,VII,2
9134,UNISABANA,BOG-CHI,19,VII,2
9135,UNISABANA,BOG-CHI,21,VII,3
9136,UNISABANA,BOG-CHI,22,VII,2
9137,UNISABANA,BOG-CHI,23,VII,2
9138,ANDES,BOG-CHI,7,I,1
9139,ANDES,BOG-CHI,16,I,4000
9140,ANDES,BOG-CHI,20,I,5
9141,ANDES,BOG-CHI,0,I,160
9142,ANDES,BOG-CHI,1,I,80
9143,ANDES,BOG-CHI,2,I,64
9144,ANDES,BOG-CHI,3,I,92
9145,ANDES,BOG-CHI,4,I,300
9146,ANDES,BOG-CHI,5,I,1177
9147,ANDES,BOG-CHI,6,I,1625
9148,ANDES,BOG-CHI,7,I,1091
9149,ANDES,BOG-CHI,8,I,1573
9150,ANDES,BOG-CHI,9,I,1522
9151,ANDES,BOG-CHI,10,I,1411
9152,ANDES,BOG-CHI,11,I,1418
9153,ANDES,BOG-CHI,12,I,1446
9154,ANDES,BOG-CHI,13,I,1499
9155,ANDES,BOG-CHI,14,I,1750
9156,ANDES,BOG-CHI,15,I,1818
9157,ANDES,BOG-CHI,16,I,1654
9158,ANDES,BOG-CHI,17,I,1577
9159,ANDES,BOG-CHI,18,I,1570
9160,ANDES,BOG-CHI,19,I,1344
9161,ANDES,BOG-CHI,20,I,1402
9162,ANDES,BOG-CHI,21,I,819
9163,ANDES,BOG-CHI,22,I,477
9164,ANDES,BOG-CHI,23,I,249
9165,ANDES,BOG-CHI,0,II,9
9166,ANDES,BOG-CHI,1,II,4
9167,ANDES,BOG-CHI,2,II,2
9168,ANDES,BOG-CHI,3,II,6
9169,ANDES,BOG-CHI,4,II,21
9170,ANDES,BOG-CHI,5,II,143
9171,ANDES,BOG-CHI,6,II,238
9172,ANDES,BOG-CHI,7,II,146
9173,ANDES,BOG-CHI,8,II,164
9174,ANDES,BOG-CHI,9,II,133
9175,ANDES,BOG-CHI,10,II,127
9176,ANDES,BOG-CHI,11,II,122
9177,ANDES,BOG-CHI,12,II,118
9178,ANDES,BOG-CHI,13,II,134
9179,ANDES,BOG-CHI,14,II,119
9180,ANDES,BOG-CHI,15,II,163
9181,ANDES,BOG-CHI,16,II,164
9182,ANDES,BOG-CHI,17,II,150
9183,ANDES,BOG-CHI,18,II,138
9184,ANDES,BOG-CHI,19,II,111
9185,ANDES,BOG-CHI,20,II,80
9186,ANDES,BOG-CHI,21,II,62
9187,ANDES,BOG-CHI,22,II,34
9188,ANDES,BOG-CHI,23,II,9
9189,ANDES,BOG-CHI,0,III,9
9190,ANDES,BOG-CHI,1,III,13
9191,ANDES,BOG-CHI,2,III,7
9192,ANDES,BOG-CHI,3,III,31
9193,ANDES,BOG-CHI,4,III,54
9194,ANDES,BOG-CHI,5,III,114
9195,ANDES,BOG-CHI,6,III,118
9196,ANDES,BOG-CHI,7,III,84
9197,ANDES,BOG-CHI,8,III,92
9198,ANDES,BOG-CHI,9,III,118
9199,ANDES,BOG-CHI,10,III,118
9200,ANDES,BOG-CHI,11,III,127
9201,ANDES,BOG-CHI,12,III,133
9202,ANDES,BOG-CHI,13,III,95
9203,ANDES,BOG-CHI,14,III,76
9204,ANDES,BOG-CHI,15,III,97
9205,ANDES,BOG-CHI,16,III,97
9206,ANDES,BOG-CHI,17,III,72
9207,ANDES,BOG-CHI,18,III,64
9208,ANDES,BOG-CHI,19,III,50
9209,ANDES,BOG-CHI,20,III,67
9210,ANDES,BOG-CHI,21,III,52
9211,ANDES,BOG-CHI,22,III,40
9212,ANDES,BOG-CHI,23,III,45
9213,ANDES,BOG-CHI,0,IV,14
9214,ANDES,BOG-CHI,1,IV,6
9215,ANDES,BOG-CHI,2,IV,10
9216,ANDES,BOG-CHI,3,IV,15
9217,ANDES,BOG-CHI,4,IV,21
9218,ANDES,BOG-CHI,5,IV,48
9219,ANDES,BOG-CHI,6,IV,27
9220,ANDES,BOG-CHI,7,IV,18
9221,ANDES,BOG-CHI,8,IV,25
9222,ANDES,BOG-CHI,9,IV,38
9223,ANDES,BOG-CHI,10,IV,40
9224,ANDES,BOG-CHI,11,IV,46
9225,ANDES,BOG-CHI,12,IV,46
9226,ANDES,BOG-CHI,13,IV,43
9227,ANDES,BOG-CHI,14,IV,35
9228,ANDES,BOG-CHI,15,IV,47
9229,ANDES,BOG-CHI,16,IV,46
9230,ANDES,BOG-CHI,17,IV,38
9231,ANDES,BOG-CHI,18,IV,28
9232,ANDES,BOG-CHI,19,IV,22
9233,ANDES,BOG-CHI,20,IV,31
9234,ANDES,BOG-CHI,21,IV,32
9235,ANDES,BOG-CHI,22,IV,22
9236,ANDES,BOG-CHI,23,IV,14
9237,ANDES,BOG-CHI,0,V,7
9238,ANDES,BOG-CHI,1,V,7
9239,ANDES,BOG-CHI,2,V,6
9240,ANDES,BOG-CHI,3,V,12
9241,ANDES,BOG-CHI,4,V,20
9242,ANDES,BOG-CHI,5,V,35
9243,ANDES,BOG-CHI,6,V,22
9244,ANDES,BOG-CHI,7,V,8
9245,ANDES,BOG-CHI,8,V,22
9246,ANDES,BOG-CHI,9,V,20
9247,ANDES,BOG-CHI,10,V,30
9248,ANDES,BOG-CHI,11,V,31
9249,ANDES,BOG-CHI,12,V,32
9250,ANDES,BOG-CHI,13,V,26
9251,ANDES,BOG-CHI,14,V,18
9252,ANDES,BOG-CHI,15,V,20
9253,ANDES,BOG-CHI,16,V,21
9254,ANDES,BOG-CHI,17,V,14
9255,ANDES,BOG-CHI,18,V,11
9256,ANDES,BOG-CHI,19,V,14
9257,ANDES,BOG-CHI,20,V,13
9258,ANDES,BOG-CHI,21,V,5
9259,ANDES,BOG-CHI,22,V,1
9260,ANDES,BOG-CHI,23,V,5
9261,ANDES,BOG-CHI,0,VI,5
9262,ANDES,BOG-CHI,1,VI,6
9263,ANDES,BOG-CHI,2,VI,6
9264,ANDES,BOG-CHI,3,VI,15
9265,ANDES,BOG-CHI,4,VI,18
9266,ANDES,BOG-CHI,5,VI,33
9267,ANDES,BOG-CHI,6,VI,13
9268,ANDES,BOG-CHI,7,VI,2
9269,ANDES,BOG-CHI,8,VI,11
9270,ANDES,BOG-CHI,9,VI,20
9271,ANDES,BOG-CHI,10,VI,26
9272,ANDES,BOG-CHI,11,VI,19
9273,ANDES,BOG-CHI,12,VI,22
9274,ANDES,BOG-CHI,13,VI,24
9275,ANDES,BOG-CHI,14,VI,26
9276,ANDES,BOG-CHI,15,VI,34
9277,ANDES,BOG-CHI,16,VI,30
9278,ANDES,BOG-CHI,17,VI,17
9279,ANDES,BOG-CHI,18,VI,13
9280,ANDES,BOG-CHI,19,VI,17
9281,ANDES,BOG-CHI,20,VI,21
9282,ANDES,BOG-CHI,21,VI,14
9283,ANDES,BOG-CHI,22,VI,13
9284,ANDES,BOG-CHI,23,VI,16
9285,ANDES,BOG-CHI,0,VII,10
9286,ANDES,BOG-CHI,1,VII,11
9287,ANDES,BOG-CHI,2,VII,17
9288,ANDES,BOG-CHI,3,VII,32
9289,ANDES,BOG-CHI,4,VII,50
9290,ANDES,BOG-CHI,5,VII,51
9291,ANDES,BOG-CHI,6,VII,20
9292,ANDES,BOG-CHI,7,VII,6
9293,ANDES,BOG-CHI,8,VII,17
9294,ANDES,BOG-CHI,9,VII,20
9295,ANDES,BOG-CHI,10,VII,40
9296,ANDES,BOG-CHI,11,VII,40
9297,ANDES,BOG-CHI,12,VII,42
9298,ANDES,BOG-CHI,13,VII,26
9299,ANDES,BOG-CHI,14,VII,28
9300,ANDES,BOG-CHI,15,VII,42
9301,ANDES,BOG-CHI,16,VII,30
9302,ANDES,BOG-CHI,17,VII,35
9303,ANDES,BOG-CHI,18,VII,25
9304,ANDES,BOG-CHI,19,VII,31
9305,ANDES,BOG-CHI,20,VII,27
9306,ANDES,BOG-CHI,21,VII,21
9307,ANDES,BOG-CHI,22,VII,15
9308,ANDES,BOG-CHI,23,VII,23
9309,FUSCA,BOG-CHI,0,I,2
9310,FUSCA,BOG-CHI,1,I,3
9311,FUSCA,BOG-CHI,3,I,2
9312,FUSCA,BOG-CHI,4,I,6
9313,FUSCA,BOG-CHI,5,I,65
9314,FUSCA,BOG-CHI,6,I,210
9315,FUSCA,BOG-CHI,7,I,249
9316,FUSCA,BOG-CHI,8,I,256
9317,FUSCA,BOG-CHI,9,I,154
9318,FUSCA,BOG-CHI,10,I,139
9319,FUSCA,BOG-CHI,11,I,123
9320,FUSCA,BOG-CHI,12,I,140
9321,FUSCA,BOG-CHI,13,I,142
9322,FUSCA,BOG-CHI,14,I,231
9323,FUSCA,BOG-CHI,15,I,230
9324,FUSCA,BOG-CHI,16,I,203
9325,FUSCA,BOG-CHI,17,I,137
9326,FUSCA,BOG-CHI,18,I,151
9327,FUSCA,BOG-CHI,19,I,98
9328,FUSCA,BOG-CHI,20,I,85
9329,FUSCA,BOG-CHI,21,I,28
9330,FUSCA,BOG-CHI,22,I,4
9331,FUSCA,BOG-CHI,5,II,10
9332,FUSCA,BOG-CHI,6,II,12
9333,FUSCA,BOG-CHI,7,II,2
9334,FUSCA,BOG-CHI,8,II,1
9335,FUSCA,BOG-CHI,10,II,2
9336,FUSCA,BOG-CHI,12,II,2
9337,FUSCA,BOG-CHI,13,II,2
9338,FUSCA,BOG-CHI,14,II,9
9339,FUSCA,BOG-CHI,15,II,14
9340,FUSCA,BOG-CHI,16,II,8
9341,FUSCA,BOG-CHI,17,II,1
9342,FUSCA,BOG-CHI,18,II,2
9343,FUSCA,BOG-CHI,21,II,2
9344,FUSCA,BOG-CHI,5,III,2
9345,FUSCA,BOG-CHI,6,III,3
9346,FUSCA,BOG-CHI,7,III,4
9347,FUSCA,BOG-CHI,8,III,12
9348,FUSCA,BOG-CHI,9,III,5
9349,FUSCA,BOG-CHI,10,III,2
9350,FUSCA,BOG-CHI,11,III,2
9351,FUSCA,BOG-CHI,12,III,5
9352,FUSCA,BOG-CHI,13,III,8
9353,FUSCA,BOG-CHI,14,III,1
9354,FUSCA,BOG-CHI,15,III,6
9355,FUSCA,BOG-CHI,16,III,4
9356,FUSCA,BOG-CHI,17,III,1
9357,FUSCA,BOG-CHI,18,III,3
9358,FUSCA,BOG-CHI,19,III,1
9359,FUSCA,BOG-CHI,20,III,2
9360,FUSCA,BOG-CHI,2,IV,1
9361,FUSCA,BOG-CHI,3,IV,2
9362,FUSCA,BOG-CHI,4,IV,4
9363,FUSCA,BOG-CHI,5,IV,4
9364,FUSCA,BOG-CHI,6,IV,10
9365,FUSCA,BOG-CHI,7,IV,3
9366,FUSCA,BOG-CHI,8,IV,7
9367,FUSCA,BOG-CHI,9,IV,2
9368,FUSCA,BOG-CHI,10,IV,3
9369,FUSCA,BOG-CHI,11,IV,3
9370,FUSCA,BOG-CHI,12,IV,5
9371,FUSCA,BOG-CHI,13,IV,3
9372,FUSCA,BOG-CHI,14,IV,1
9373,FUSCA,BOG-CHI,16,IV,3
9374,FUSCA,BOG-CHI,17,IV,1
9375,FUSCA,BOG-CHI,18,IV,1
9376,FUSCA,BOG-CHI,19,IV,2
9377,FUSCA,BOG-CHI,20,IV,1
9378,FUSCA,BOG-CHI,21,IV,1
9379,FUSCA,BOG-CHI,4,V,1
9380,FUSCA,BOG-CHI,5,V,3
9381,FUSCA,BOG-CHI,7,V,2
9382,FUSCA,BOG-CHI,16,V,1
9383,UNISABANA,BOG-CHI,0,V,1
9384,UNISABANA,BOG-CHI,1,V,1
9385,UNISABANA,BOG-CHI,2,V,1
9386,UNISABANA,BOG-CHI,3,V,1
9387,UNISABANA,BOG-CHI,4,V,3
9388,UNISABANA,BOG-CHI,5,V,8
9389,UNISABANA,BOG-CHI,6,V,2
9390,UNISABANA,BOG-CHI,7,V,2
9391,UNISABANA,BOG-CHI,8,V,4
9392,UNISABANA,BOG-CHI,9,V,8
9393,UNISABANA,BOG-CHI,10,V,7
9394,UNISABANA,BOG-CHI,11,V,11
9395,UNISABANA,BOG-CHI,12,V,4
9396,UNISABANA,BOG-CHI,13,V,3
9397,UNISABANA,BOG-CHI,14,V,8
9398,UNISABANA,BOG-CHI,15,V,4
9399,UNISABANA,BOG-CHI,16,V,3
9400,UNISABANA,BOG-CHI,17,V,3
9401,UNISABANA,BOG-CHI,19,V,1
9402,UNISABANA,BOG-CHI,20,V,5
9403,UNISABANA,BOG-CHI,21,V,2
9404,UNISABANA,BOG-CHI,22,V,1
9405,UNISABANA,BOG-CHI,23,V,3
9406,UNISABANA,BOG-CHI,3,VI,3
9407,UNISABANA,BOG-CHI,5,VI,1
9408,UNISABANA,BOG-CHI,6,VI,1
9409,UNISABANA,BOG-CHI,7,VI,1
9410,UNISABANA,BOG-CHI,8,VI,3
9411,UNISABANA,BOG-CHI,9,VI,3
9412,UNISABANA,BOG-CHI,10,VI,1
9413,UNISABANA,BOG-CHI,11,VI,4
9414,UNISABANA,BOG-CHI,13,VI,5
9415,UNISABANA,BOG-CHI,14,VI,7
9416,UNISABANA,BOG-CHI,15,VI,7
9417,UNISABANA,BOG-CHI,16,VI,2
9418,UNISABANA,BOG-CHI,17,VI,2
9419,UNISABANA,BOG-CHI,19,VI,2
9420,UNISABANA,BOG-CHI,20,VI,5
9421,UNISABANA,BOG-CHI,21,VI,2
9422,UNISABANA,BOG-CHI,22,VI,2
9423,UNISABANA,BOG-CHI,23,VI,2
9424,UNISABANA,BOG-CHI,0,VII,2
9425,UNISABANA,BOG-CHI,1,VII,1
9426,UNISABANA,BOG-CHI,3,VII,1
9427,UNISABANA,BOG-CHI,4,VII,3
9428,UNISABANA,BOG-CHI,5,VII,9
9429,UNISABANA,BOG-CHI,6,VII,1
9430,UNISABANA,BOG-CHI,7,VII,2
9431,UNISABANA,BOG-CHI,8,VII,4
9432,UNISABANA,BOG-CHI,9,VII,3
9433,UNISABANA,BOG-CHI,10,VII,5
9434,UNISABANA,BOG-CHI,11,VII,7
9435,UNISABANA,BOG-CHI,12,VII,7
9436,UNISABANA,BOG-CHI,13,VII,8
9437,UNISABANA,BOG-CHI,14,VII,3
9438,UNISABANA,BOG-CHI,15,VII,6
9439,UNISABANA,BOG-CHI,16,VII,5
9440,UNISABANA,BOG-CHI,17,VII,7
9441,UNISABANA,BOG-CHI,20,VII,4
9442,UNISABANA,BOG-CHI,21,VII,5
9443,UNISABANA,BOG-CHI,22,VII,2
9444,UNISABANA,BOG-CHI,23,VII,2
9445,ANDES,BOG-CHI,17,I,5
9446,ANDES,BOG-CHI,18,I,1
9447,ANDES,BOG-CHI,0,I,126
9448,ANDES,BOG-CHI,1,I,62
9449,ANDES,BOG-CHI,2,I,57
9450,ANDES,BOG-CHI,3,I,96
9451,ANDES,BOG-CHI,4,I,289
9452,ANDES,BOG-CHI,5,I,1146
9453,ANDES,BOG-CHI,6,I,1769
9454,ANDES,BOG-CHI,7,I,1333
9455,ANDES,BOG-CHI,8,I,1820
9456,ANDES,BOG-CHI,9,I,1676
9457,ANDES,BOG-CHI,10,I,1494
9458,ANDES,BOG-CHI,11,I,1447
9459,ANDES,BOG-CHI,12,I,1504
9460,ANDES,BOG-CHI,13,I,1583
9461,ANDES,BOG-CHI,14,I,1646
9462,ANDES,BOG-CHI,15,I,1726
9463,ANDES,BOG-CHI,16,I,1771
9464,ANDES,BOG-CHI,17,I,1671
9465,ANDES,BOG-CHI,18,I,1578
9466,ANDES,BOG-CHI,19,I,1617
9467,ANDES,BOG-CHI,20,I,1464
9468,ANDES,BOG-CHI,21,I,745
9469,ANDES,BOG-CHI,22,I,545
9470,ANDES,BOG-CHI,23,I,277
9471,ANDES,BOG-CHI,0,II,6
9472,ANDES,BOG-CHI,1,II,2
9473,ANDES,BOG-CHI,2,II,3
9474,ANDES,BOG-CHI,3,II,3
9475,ANDES,BOG-CHI,4,II,22
9476,ANDES,BOG-CHI,5,II,135
9477,ANDES,BOG-CHI,6,II,227
9478,ANDES,BOG-CHI,7,II,167
9479,ANDES,BOG-CHI,8,II,156
9480,ANDES,BOG-CHI,9,II,128
9481,ANDES,BOG-CHI,10,II,122
9482,ANDES,BOG-CHI,11,II,116
9483,ANDES,BOG-CHI,12,II,132
9484,ANDES,BOG-CHI,13,II,134
9485,ANDES,BOG-CHI,14,II,104
9486,ANDES,BOG-CHI,15,II,172
9487,ANDES,BOG-CHI,16,II,163
9488,ANDES,BOG-CHI,17,II,153
9489,ANDES,BOG-CHI,18,II,134
9490,ANDES,BOG-CHI,19,II,122
9491,ANDES,BOG-CHI,20,II,86
9492,ANDES,BOG-CHI,21,II,51
9493,ANDES,BOG-CHI,22,II,34
9494,ANDES,BOG-CHI,23,II,11
9495,ANDES,BOG-CHI,0,III,23
9496,ANDES,BOG-CHI,1,III,31
9497,ANDES,BOG-CHI,2,III,25
9498,ANDES,BOG-CHI,3,III,35
9499,ANDES,BOG-CHI,4,III,70
9500,ANDES,BOG-CHI,5,III,129
9501,ANDES,BOG-CHI,6,III,98
9502,ANDES,BOG-CHI,7,III,93
9503,ANDES,BOG-CHI,8,III,139
9504,ANDES,BOG-CHI,9,III,113
9505,ANDES,BOG-CHI,10,III,103
9506,ANDES,BOG-CHI,11,III,130
9507,ANDES,BOG-CHI,12,III,115
9508,ANDES,BOG-CHI,13,III,108
9509,ANDES,BOG-CHI,14,III,115
9510,ANDES,BOG-CHI,15,III,102
9511,ANDES,BOG-CHI,16,III,128
9512,ANDES,BOG-CHI,17,III,74
9513,ANDES,BOG-CHI,18,III,69
9514,ANDES,BOG-CHI,19,III,73
9515,ANDES,BOG-CHI,20,III,53
9516,ANDES,BOG-CHI,21,III,38
9517,ANDES,BOG-CHI,22,III,38
9518,ANDES,BOG-CHI,23,III,31
9519,ANDES,BOG-CHI,0,IV,13
9520,ANDES,BOG-CHI,1,IV,5
9521,ANDES,BOG-CHI,2,IV,14
9522,ANDES,BOG-CHI,3,IV,20
9523,ANDES,BOG-CHI,4,IV,27
9524,ANDES,BOG-CHI,5,IV,57
9525,ANDES,BOG-CHI,6,IV,27
9526,ANDES,BOG-CHI,7,IV,17
9527,ANDES,BOG-CHI,8,IV,35
9528,ANDES,BOG-CHI,9,IV,32
9529,ANDES,BOG-CHI,10,IV,35
9530,ANDES,BOG-CHI,11,IV,48
9531,ANDES,BOG-CHI,12,IV,32
9532,ANDES,BOG-CHI,13,IV,44
9533,ANDES,BOG-CHI,14,IV,40
9534,ANDES,BOG-CHI,15,IV,39
9535,ANDES,BOG-CHI,16,IV,46
9536,ANDES,BOG-CHI,17,IV,32
9537,ANDES,BOG-CHI,18,IV,27
9538,ANDES,BOG-CHI,19,IV,28
9539,ANDES,BOG-CHI,20,IV,41
9540,ANDES,BOG-CHI,21,IV,18
9541,ANDES,BOG-CHI,22,IV,21
9542,ANDES,BOG-CHI,23,IV,18
9543,ANDES,BOG-CHI,0,V,4
9544,ANDES,BOG-CHI,1,V,4
9545,ANDES,BOG-CHI,2,V,5
9546,ANDES,BOG-CHI,3,V,8
9547,ANDES,BOG-CHI,4,V,6
9548,ANDES,BOG-CHI,5,V,31
9549,ANDES,BOG-CHI,6,V,14
9550,ANDES,BOG-CHI,7,V,14
9551,ANDES,BOG-CHI,8,V,18
9552,ANDES,BOG-CHI,9,V,23
9553,ANDES,BOG-CHI,10,V,15
9554,ANDES,BOG-CHI,11,V,23
9555,ANDES,BOG-CHI,12,V,18
9556,ANDES,BOG-CHI,13,V,24
9557,ANDES,BOG-CHI,14,V,25
9558,ANDES,BOG-CHI,15,V,23
9559,ANDES,BOG-CHI,16,V,27
9560,ANDES,BOG-CHI,17,V,12
9561,ANDES,BOG-CHI,18,V,10
9562,ANDES,BOG-CHI,19,V,15
9563,ANDES,BOG-CHI,20,V,5
9564,ANDES,BOG-CHI,21,V,6
9565,ANDES,BOG-CHI,22,V,4
9566,ANDES,BOG-CHI,23,V,8
9567,ANDES,BOG-CHI,0,VI,9
9568,ANDES,BOG-CHI,1,VI,9
9569,ANDES,BOG-CHI,2,VI,13
